reviewId,content,score
226bfb93-84ec-47c2-8b62-d2626d99d44a,mera account suspended kara gya hai bina kisi region ke 🥹,1
ac8689e6-2c34-441c-a77a-ce3c6c58de9f,i am a content creator i upload anime edits when ever I try to upload the screen get black and freez fix it mark,1
e1549fcd-55bc-4e6d-a108-f3af75104e98,I love this app I get to express myself so many times 🙂‍↕️,5
31b8afae-cb9d-4406-a732-cf10a956ae58,Good but always be careful,3
a1bfe08c-4956-4bda-9f4d-41f452b0d000,Thanks for deleting stories from our accounts archives. Hating the new layout,1
c795085f-3c69-4ee6-b02a-bf0f0ed1dcd9,update 🤮😠 old update,1
f67acec3-14c2-479d-b7af-9aa325204c48,A best application . chat photo maker this is best application,5
c68dcfe6-0741-41af-bb20-cc89b5fb1814,hey Instagram - Trial reel option not showing in my Instagram app plz add,2
970410f8-7551-41af-94cc-1b8b856a7d46,good,5
1580f70e-8a83-49a8-9507-5fc8e55cd43f,The last update won't load my viewers and likes on my IG story and posts/reels.,1
989a6b53-9e2f-488c-9d70-39b50b074106,good,5
bdaffcc6-47c2-4cee-88d4-4c6fa1ed153c,nice platform,5
bffef9d4-e5c2-482b-9b63-2e08a2fc1664,after this new update the app is lagging very much,2
88c74049-b0d8-4974-8a41-8442334ea856,please Viral my reels 🙏🏻,5
bde720a6-4661-4bb1-a0f4-37d20d3da94a,so good 👍,5
0200f936-9909-4761-a093-d140da2a965b,perfect,5
efe02ff3-974a-411a-aa48-e5f7d734c61d,would give it no stars if I could,1
2244dae8-977d-4147-9420-c5aa9cf7c10d,What did you do with the IG LIVE Feature?! I just tried to make a live video and the Live feature/button was nowhere to be found!,2
4e62d5c3-8ca4-49d1-9481-99574491ab5b,It is an amazing experience using instagram,5
469b6260-d385-472b-a7ba-9ef40f04373f,good,5
f66d2a3f-92f2-4175-b35f-e6d99e50ac3d,wonderful my growth,5
b88f1e25-fb67-464e-a8ab-cf2b84825c34,very nice app and our favorite app,5
cbb94dfe-04e8-4d09-bc35-30796604f22b,Nice app,5
fc264e0c-67ca-4c22-a4fd-9c82de37979c,nice app my reels is viral all credit for instagram,5
09530f90-457e-447e-a672-b4326e40fc5c,my fvrt app,5
461361ad-ebd7-4921-bc52-9df82c94b665,Instagram is the best,5
a10c08db-098d-4432-9241-1371e66f317c,"The new ""swiping update"" is terrible. Not only does it change the entire app layout, like switching the placement of the reels page and the search/feed. But another problem is that while in an IG call the green ""ongoing call"" line at the top of my screen, that is not displayed by my phone but the app itself almost completely covers the search bar by like 90%, so if i try to search something it takes me like 5 attempts to actually tap on the search bar. 😑🥲😮‍💨",1
941a1ecf-09b4-4da3-9df0-7c7fb1004bbf,Ok,5
f66831e1-b278-417a-85eb-2114df4aab47,mid,1
